ndims,boundsA,boundsB,N,L,activation,num_points,use_sobol,batch_size,lr,lr_scheduler,epoch,time,train MSE_f,test MSE_f,test RMSE_u,lr
2,[0, 1],64,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,170.36,30,9.711e+02,9.607e+02,4.660e-01,1.0e-08
2,[0, 1],64,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,186.67,30,1.114e-01,1.148e-01,1.123e-03,1.0e-03
2,[0, 1],64,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,193.00,30,2.318e-02,2.455e-02,2.319e-04,1.0e-03
2,[0, 1],64,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,185.26,30,1.138e-02,1.138e-02,1.378e-04,1.0e-03
2,[0, 1],64,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,151.97,30,8.610e-02,9.452e-02,3.712e-04,1.0e-03
2,[0, 1],128,1,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,277.41,30,4.331e+01,4.281e+01,2.563e-02,1.0e-08
2,[0, 1],128,1,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,288.41,30,4.301e-02,4.296e-02,9.447e-04,1.0e-02
2,[0, 1],128,1,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,292.77,30,1.292e-02,1.326e-02,9.926e-04,1.0e-02
2,[0, 1],128,1,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,287.97,30,2.149e-03,3.708e-03,9.638e-04,1.0e-02
2,[0, 1],128,1,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,265.72,30,5.398e-02,5.624e-02,2.170e-03,1.0e-02
2,[0, 1],128,2,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,228.51,30,1.469e+03,1.458e+03,4.913e-01,1.0e-08
2,[0, 1],128,2,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,242.72,30,1.366e-01,1.403e-01,3.409e-04,1.0e-03
2,[0, 1],128,2,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,247.92,30,2.223e-01,2.358e-01,8.184e-04,1.0e-03
2,[0, 1],128,2,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,236.00,30,1.079e-03,6.280e-04,7.258e-05,1.0e-03
2,[0, 1],128,2,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,210.82,30,5.778e-01,6.095e-01,8.159e-04,1.0e-03
2,[0, 1],128,3,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,194.77,30,9.341e+02,9.419e+02,3.751e-01,1.0e-08
2,[0, 1],128,3,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,210.56,30,7.864e-02,7.898e-02,2.322e-04,1.0e-03
2,[0, 1],128,3,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,216.36,30,6.831e-03,6.730e-03,1.064e-04,1.0e-03
2,[0, 1],128,3,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,208.87,30,3.577e-03,3.410e-03,2.008e-04,1.0e-03
2,[0, 1],128,3,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,176.00,30,1.162e-02,1.218e-02,2.894e-04,1.0e-03
2,[0, 1],128,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,169.92,30,7.529e+01,7.807e+01,4.109e-02,1.0e-04
2,[0, 1],128,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,186.56,30,1.997e-02,2.005e-02,2.421e-04,1.0e-03
2,[0, 1],128,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,192.61,30,6.556e-03,6.462e-03,2.227e-04,1.0e-03
2,[0, 1],128,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,185.00,30,2.646e-01,2.647e-01,9.145e-04,1.0e-08
2,[0, 1],128,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,151.26,30,2.644e-02,2.607e-02,2.699e-04,1.0e-03
2,[0, 1],256,1,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,278.41,30,1.288e+01,1.322e+01,1.013e-02,1.0e-08
2,[0, 1],256,1,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,288.41,30,5.734e-03,6.351e-03,1.419e-03,1.0e-02
2,[0, 1],256,1,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,291.67,30,1.415e-03,1.451e-03,4.193e-05,1.0e-03
2,[0, 1],256,1,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,286.87,30,4.808e-03,4.795e-03,1.923e-04,1.0e-03
2,[0, 1],256,1,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,264.41,30,1.232e-02,1.228e-02,1.044e-03,1.0e-02
2,[0, 1],256,2,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,225.51,30,2.062e+02,2.070e+02,1.338e-01,1.0e-08
2,[0, 1],256,2,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,239.46,30,1.468e-01,1.565e-01,3.182e-04,1.0e-03
2,[0, 1],256,2,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,244.82,30,5.035e-02,5.537e-02,1.184e-03,1.0e-03
2,[0, 1],256,2,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,237.51,30,5.583e-03,4.263e-03,9.953e-04,1.0e-03
2,[0, 1],256,2,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,207.41,30,1.189e-01,1.096e-01,1.591e-03,1.0e-03
2,[0, 1],256,3,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,190.82,30,1.065e+01,1.074e+01,5.465e-03,1.0e-08
2,[0, 1],256,3,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,206.67,30,7.389e-03,7.308e-03,1.303e-04,1.0e-03
2,[0, 1],256,3,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,212.31,30,8.798e-03,1.269e-02,1.562e-03,1.0e-03
2,[0, 1],256,3,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,204.97,30,1.129e-01,1.177e-01,2.974e-04,1.0e-08
2,[0, 1],256,3,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,172.05,30,6.151e-03,5.216e-03,3.411e-04,1.0e-03
2,[0, 1],256,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,166.26,30,6.052e+02,5.903e+02,3.283e-01,1.0e-08
2,[0, 1],256,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,182.26,30,5.256e-02,5.435e-02,6.230e-04,1.0e-03
2,[0, 1],256,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,188.46,30,4.781e+02,4.612e+02,2.567e-01,1.0e-08
2,[0, 1],256,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,180.67,30,1.498e-03,1.520e-03,9.843e-05,1.0e-03
2,[0, 1],256,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,147.41,30,9.203e-03,8.315e-03,1.321e-04,1.0e-03
2,[0, 1],512,1,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,275.00,30,7.897e+00,8.035e+00,6.709e-03,1.0e-08
2,[0, 1],512,1,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,285.41,30,2.150e-02,1.826e-02,2.673e-03,1.0e-02
2,[0, 1],512,1,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,288.61,30,8.288e-03,2.687e-03,4.505e-04,1.0e-02
2,[0, 1],512,1,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,283.26,30,3.948e-03,3.954e-03,1.185e-04,1.0e-03
2,[0, 1],512,1,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,259.51,30,9.307e-03,9.668e-03,1.077e-04,1.0e-03
2,[0, 1],512,2,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,216.51,30,1.226e+03,1.216e+03,4.449e-01,1.0e-08
2,[0, 1],512,2,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,230.26,30,1.039e-01,1.047e-01,4.047e-04,1.0e-03
2,[0, 1],512,2,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,235.46,30,3.156e-03,3.392e-03,3.987e-05,1.0e-04
2,[0, 1],512,2,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,228.56,30,1.145e-03,1.098e-03,9.474e-05,1.0e-03
2,[0, 1],512,2,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,198.87,30,3.653e-02,3.935e-02,1.449e-04,1.0e-04
2,[0, 1],512,3,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,178.92,30,2.910e+02,2.917e+02,2.031e-01,1.0e-08
2,[0, 1],512,3,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,192.92,30,3.932e-01,4.072e-01,9.722e-04,1.0e-03
2,[0, 1],512,3,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,198.31,30,3.887e-02,4.007e-02,1.344e-04,1.0e-04
2,[0, 1],512,3,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,191.87,30,3.721e+02,3.694e+02,2.183e-01,1.0e-08
2,[0, 1],512,3,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,162.36,30,1.316e+01,1.257e+01,2.798e-02,1.0e-08
2,[0, 1],512,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,150.97,30,1.734e+02,1.782e+02,9.873e-02,1.0e-08
2,[0, 1],512,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,162.41,30,2.268e-02,2.180e-02,3.970e-04,1.0e-03
2,[0, 1],512,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,168.00,30,8.954e+02,8.778e+02,3.709e-01,1.0e-08
2,[0, 1],512,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,161.97,30,1.140e+03,1.125e+03,4.215e-01,1.0e-08
2,[0, 1],512,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,136.00,30,4.397e-01,4.551e-01,4.049e-04,1.0e-04
2,[0, 1],1024,1,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,269.36,30,1.360e+00,1.428e+00,1.673e-03,1.0e-08
2,[0, 1],1024,1,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,280.15,30,1.438e-02,1.471e-02,1.551e-04,1.0e-02
2,[0, 1],1024,1,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,283.46,30,8.064e-03,8.316e-03,1.462e-04,1.0e-03
2,[0, 1],1024,1,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,277.36,30,2.480e-03,1.535e-03,8.478e-05,1.0e-03
2,[0, 1],1024,1,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,252.46,30,1.831e-01,1.064e-01,1.565e-02,1.0e-02
2,[0, 1],1024,2,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,149.31,30,8.093e+01,8.286e+01,4.342e-02,1.0e-03
2,[0, 1],1024,2,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,159.15,30,2.656e-01,2.758e-01,4.202e-04,1.0e-03
2,[0, 1],1024,2,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,163.15,30,3.474e-03,3.148e-03,1.660e-04,1.0e-03
2,[0, 1],1024,2,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,159.56,30,1.986e-03,2.068e-03,4.963e-05,1.0e-08
2,[0, 1],1024,2,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,137.67,30,8.243e-03,9.258e-03,2.162e-04,1.0e-03
2,[0, 1],1024,3,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,99.56,30,7.583e+02,7.704e+02,3.355e-01,1.0e-08
2,[0, 1],1024,3,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,106.00,30,8.354e-01,8.409e-01,3.176e-03,1.0e-03
2,[0, 1],1024,3,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,108.82,30,1.037e+03,1.021e+03,4.027e-01,1.0e-08
2,[0, 1],1024,3,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,106.36,30,4.732e+08,9.854e+08,5.027e-01,1.0e-08
2,[0, 1],1024,3,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,91.72,30,6.232e+00,6.460e+00,3.309e-03,1.0e-03
2,[0, 1],1024,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,74.15,30,7.432e+02,7.245e+02,3.292e-01,1.0e-07
2,[0, 1],1024,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,79.15,30,7.817e+00,7.586e+00,2.339e-02,1.0e-03
2,[0, 1],1024,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,81.00,30,2.652e+02,2.480e+02,1.793e-01,1.0e-03
2,[0, 1],1024,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,79.31,30,8.871e+13,2.503e+14,5.184e-01,1.0e-08
2,[0, 1],1024,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,68.67,30,5.480e+00,5.289e+00,5.307e-03,1.0e-03
2,[0, 1],2048,1,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,245.31,30,5.540e-01,5.606e-01,1.254e-03,1.0e-04
2,[0, 1],2048,1,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,265.92,30,2.474e-02,2.577e-02,2.742e-04,1.0e-03
2,[0, 1],2048,1,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,270.67,30,9.568e-03,9.259e-03,1.757e-04,1.0e-03
2,[0, 1],2048,1,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,261.00,30,3.016e-03,2.750e-03,1.144e-04,1.0e-03
2,[0, 1],2048,1,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,213.87,30,2.134e-02,2.196e-02,2.464e-04,1.0e-03
2,[0, 1],2048,2,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,68.82,30,1.800e+02,1.851e+02,8.203e-02,1.0e-03
2,[0, 1],2048,2,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,72.46,30,1.322e+03,1.308e+03,4.639e-01,1.0e-03
2,[0, 1],2048,2,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,73.82,30,1.519e+03,1.507e+03,4.979e-01,1.0e-08
2,[0, 1],2048,2,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,72.20,30,4.114e-03,3.870e-03,8.722e-05,1.0e-03
2,[0, 1],2048,2,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,63.61,30,2.542e-02,2.577e-02,7.062e-04,1.0e-03
2,[0, 1],2048,3,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,40.00,30,1.550e+02,1.532e+02,6.711e-02,1.0e-02
2,[0, 1],2048,3,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,41.92,30,1.519e+03,1.507e+03,4.979e-01,1.0e-05
2,[0, 1],2048,3,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,42.72,30,1.519e+03,1.506e+03,4.978e-01,1.0e-05
2,[0, 1],2048,3,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,41.72,30,1.912e+07,6.640e+07,5.004e-01,1.0e-05
2,[0, 1],2048,3,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,37.26,30,8.035e+02,8.472e+02,3.236e-01,1.0e-03
2,[0, 1],2048,4,ELU,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,28.05,30,3.205e+02,3.038e+02,1.720e-01,1.0e-03
2,[0, 1],2048,4,sigmoid,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,29.41,30,1.519e+03,1.507e+03,4.979e-01,1.0e-04
2,[0, 1],2048,4,tanh,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,30.00,30,1.505e+03,1.483e+03,4.938e-01,1.0e-03
2,[0, 1],2048,4,sin,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,29.20,30,4.008e+14,4.418e+14,5.045e-01,1.0e-04
2,[0, 1],2048,4,atan,10000,True,512,0.01,ReduceLROnPlateau-0.1-10,26.36,30,1.082e+03,1.061e+03,4.130e-01,1.0e-03
5,[0, 1],512,1,sin,10000,False,2048,0.01,None,7969.82,300,8.661e-02,9.647e-02,1.446e-03,1.0e-02
5,[0, 1],512,1,sin,10000,True,2048,0.01,None,7731.82,300,8.249e-02,8.921e-02,1.521e-03,1.0e-02
5,[0, 1],512,1,sin,100000,False,2048,0.01,None,816.16,300,2.913e-01,2.940e-01,1.758e-03,1.0e-02
5,[0, 1],512,1,sin,100000,True,2048,0.01,None,797.00,300,1.736e-01,1.728e-01,1.325e-03,1.0e-02
5,[0, 1],512,1,sin,1000000,False,2048,0.01,None,81.90,301,1.205e+03,1.208e+03,1.770e-01,1.0e-02
5,[0, 1],512,1,sin,1000000,True,2048,0.01,None,80.00,300,1.205e+03,1.208e+03,1.770e-01,1.0e-02
5,[0, 1],64,1,ELU,10000,True,2048,0.01,None,9969.00,300,1.098e+03,1.114e+03,1.672e-01,1.0e-02
5,[0, 1],64,1,sigmoid,10000,True,2048,0.01,None,10402.41,300,9.348e+02,1.105e+03,1.663e-01,1.0e-02
5,[0, 1],64,1,tanh,10000,True,2048,0.01,None,10594.82,300,8.101e+02,9.408e+02,1.522e-01,1.0e-02
5,[0, 1],64,1,sin,10000,True,2048,0.01,None,10393.20,300,1.571e+01,1.639e+01,1.598e-02,1.0e-02
5,[0, 1],64,1,atan,10000,True,2048,0.01,None,9581.61,300,7.929e+02,9.420e+02,1.474e-01,1.0e-02
5,[0, 1],64,2,ELU,10000,True,2048,0.01,None,8238.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,2,sigmoid,10000,True,2048,0.01,None,8773.00,300,9.206e+02,1.898e+03,1.799e-01,1.0e-02
5,[0, 1],64,2,tanh,10000,True,2048,0.01,None,8882.61,300,9.398e+02,1.614e+03,1.772e-01,1.0e-02
5,[0, 1],64,2,sin,10000,True,2048,0.01,None,8697.00,300,8.759e+00,1.171e+01,7.902e-03,1.0e-02
5,[0, 1],64,2,atan,10000,True,2048,0.01,None,7597.41,300,1.145e+03,1.420e+03,1.767e-01,1.0e-02
5,[0, 1],64,3,ELU,10000,True,2048,0.01,None,6997.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,3,sigmoid,10000,True,2048,0.01,None,7591.00,300,8.891e+02,1.752e+03,1.804e-01,1.0e-02
5,[0, 1],64,3,tanh,10000,True,2048,0.01,None,7816.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,3,sin,10000,True,2048,0.01,None,7535.82,300,2.009e+01,3.221e+01,2.060e-02,1.0e-02
5,[0, 1],64,3,atan,10000,True,2048,0.01,None,6334.00,300,2.440e+02,3.004e+02,8.690e-02,1.0e-02
5,[0, 1],64,4,ELU,10000,True,2048,0.01,None,6098.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,4,sigmoid,10000,True,2048,0.01,None,6706.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,4,tanh,10000,True,2048,0.01,None,6941.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],64,4,sin,10000,True,2048,0.01,None,6641.20,300,9.587e+01,7.101e+02,9.430e-02,1.0e-02
5,[0, 1],64,4,atan,10000,True,2048,0.01,None,5435.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,1,ELU,10000,True,2048,0.01,None,9918.61,300,1.003e+03,1.042e+03,1.604e-01,1.0e-02
5,[0, 1],128,1,sigmoid,10000,True,2048,0.01,None,10304.00,300,8.593e+02,1.105e+03,1.611e-01,1.0e-02
5,[0, 1],128,1,tanh,10000,True,2048,0.01,None,10417.20,300,4.438e+02,6.635e+02,1.151e-01,1.0e-02
5,[0, 1],128,1,sin,10000,True,2048,0.01,None,10187.00,300,3.037e-01,3.241e-01,1.933e-03,1.0e-02
5,[0, 1],128,1,atan,10000,True,2048,0.01,None,9335.20,300,5.870e+02,9.227e+02,1.341e-01,1.0e-02
5,[0, 1],128,2,ELU,10000,True,2048,0.01,None,7675.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,2,sigmoid,10000,True,2048,0.01,None,8388.82,300,7.952e+02,1.895e+03,1.804e-01,1.0e-02
5,[0, 1],128,2,tanh,10000,True,2048,0.01,None,8608.00,300,6.237e+02,2.119e+03,1.761e-01,1.0e-02
5,[0, 1],128,2,sin,10000,True,2048,0.01,None,8335.82,300,8.303e+00,8.829e+00,1.057e-02,1.0e-02
5,[0, 1],128,2,atan,10000,True,2048,0.01,None,7034.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,3,ELU,10000,True,2048,0.01,None,6066.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,3,sigmoid,10000,True,2048,0.01,None,6777.20,300,4.368e+02,2.300e+03,1.722e-01,1.0e-02
5,[0, 1],128,3,tanh,10000,True,2048,0.01,None,7109.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,3,sin,10000,True,2048,0.01,None,6825.61,300,1.148e+01,1.584e+01,1.485e-02,1.0e-02
5,[0, 1],128,3,atan,10000,True,2048,0.01,None,5462.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,4,ELU,10000,True,2048,0.01,None,5003.20,300,1.209e+03,1.202e+03,1.768e-01,1.0e-02
5,[0, 1],128,4,sigmoid,10000,True,2048,0.01,None,5660.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,4,tanh,10000,True,2048,0.01,None,5987.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],128,4,sin,10000,True,2048,0.01,None,5718.00,300,2.035e+01,3.054e+02,6.754e-02,1.0e-02
5,[0, 1],128,4,atan,10000,True,2048,0.01,None,4463.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,1,ELU,10000,True,2048,0.01,None,8911.41,300,8.078e+02,8.596e+02,1.343e-01,1.0e-02
5,[0, 1],256,1,sigmoid,10000,True,2048,0.01,None,9893.00,300,4.844e+02,1.032e+03,1.400e-01,1.0e-02
5,[0, 1],256,1,tanh,10000,True,2048,0.01,None,10148.00,300,1.820e+02,5.681e+02,8.953e-02,1.0e-02
5,[0, 1],256,1,sin,10000,True,2048,0.01,None,9855.00,300,1.871e-01,2.099e-01,1.943e-03,1.0e-02
5,[0, 1],256,1,atan,10000,True,2048,0.01,None,8136.00,300,3.281e+02,1.013e+03,1.172e-01,1.0e-02
5,[0, 1],256,2,ELU,10000,True,2048,0.01,None,5271.61,300,1.206e+03,1.201e+03,1.766e-01,1.0e-02
5,[0, 1],256,2,sigmoid,10000,True,2048,0.01,None,6012.41,300,6.633e+02,1.991e+03,1.747e-01,1.0e-02
5,[0, 1],256,2,tanh,10000,True,2048,0.01,None,6342.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,2,sin,10000,True,2048,0.01,None,6081.00,300,1.975e+00,3.581e+00,8.129e-03,1.0e-02
5,[0, 1],256,2,atan,10000,True,2048,0.01,None,4742.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,3,ELU,10000,True,2048,0.01,None,3789.00,300,1.046e+03,1.067e+03,1.701e-01,1.0e-02
5,[0, 1],256,3,sigmoid,10000,True,2048,0.01,None,4360.00,300,9.422e+01,2.060e+03,1.598e-01,1.0e-02
5,[0, 1],256,3,tanh,10000,True,2048,0.01,None,4622.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,3,sin,10000,True,2048,0.01,None,4424.41,300,4.162e+01,3.698e+01,3.036e-02,1.0e-02
5,[0, 1],256,3,atan,10000,True,2048,0.01,None,3376.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,4,ELU,10000,True,2048,0.01,None,2952.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,4,sigmoid,10000,True,2048,0.01,None,3417.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,4,tanh,10000,True,2048,0.01,None,3633.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],256,4,sin,10000,True,2048,0.01,None,3472.82,300,3.705e+08,1.186e+10,1.767e-01,1.0e-02
5,[0, 1],256,4,atan,10000,True,2048,0.01,None,2621.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,1,ELU,10000,True,2048,0.01,None,6593.82,300,5.681e+02,6.134e+02,1.010e-01,1.0e-02
5,[0, 1],512,1,sigmoid,10000,True,2048,0.01,None,7677.61,300,1.992e+02,7.338e+02,1.093e-01,1.0e-02
5,[0, 1],512,1,tanh,10000,True,2048,0.01,None,8168.41,300,2.225e+01,1.257e+02,2.847e-02,1.0e-02
5,[0, 1],512,1,sin,10000,True,2048,0.01,None,7731.00,300,8.249e-02,8.921e-02,1.521e-03,1.0e-02
5,[0, 1],512,1,atan,10000,True,2048,0.01,None,5769.41,300,1.055e+02,6.759e+02,7.297e-02,1.0e-02
5,[0, 1],512,2,ELU,10000,True,2048,0.01,None,2930.61,300,1.191e+03,1.191e+03,1.761e-01,1.0e-02
5,[0, 1],512,2,sigmoid,10000,True,2048,0.01,None,3358.82,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,2,tanh,10000,True,2048,0.01,None,3549.41,300,1.202e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,2,sin,10000,True,2048,0.01,None,3389.61,300,1.025e+01,9.130e+00,1.493e-02,1.0e-02
5,[0, 1],512,2,atan,10000,True,2048,0.01,None,2603.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,3,ELU,10000,True,2048,0.01,None,1889.41,300,1.201e+03,1.203e+03,1.772e-01,1.0e-02
5,[0, 1],512,3,sigmoid,10000,True,2048,0.01,None,2155.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,3,tanh,10000,True,2048,0.01,None,2274.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,3,sin,10000,True,2048,0.01,None,2177.00,300,8.766e+05,9.177e+05,1.767e-01,1.0e-02
5,[0, 1],512,3,atan,10000,True,2048,0.01,None,1684.61,300,1.208e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,4,ELU,10000,True,2048,0.01,None,1392.00,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,4,sigmoid,10000,True,2048,0.01,None,1584.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,4,tanh,10000,True,2048,0.01,None,1670.00,300,1.209e+03,1.204e+03,1.767e-01,1.0e-02
5,[0, 1],512,4,sin,10000,True,2048,0.01,None,1600.00,300,1.785e+06,3.889e+07,1.767e-01,1.0e-02
5,[0, 1],512,4,atan,10000,True,2048,0.01,None,1244.20,300,1.210e+03,1.204e+03,1.767e-01,1.0e-02
