,epoch,elapsed_time,MSE_f_train,MSE_f,RMSE_u,lr,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/L,config/N,config/activation,config/batch_size,config/lr,config/lr_scheduler,config/num_points,config/use_sobol,logdir
43,18.346624,300.4526424407959,627.0945150130257,583.3284885,0.113363455759811,0.01,6.657151937484741,False,,,19,66812_00045,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-21-56,1685636516,301.1577248573303,22070,ds01,192.168.3.71,301.1577248573303,0,19,0.0037603378295898,2,64,atan,512,0.01,None,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00045_45_L=2,N=64,activation=atan,batch_size=512,lr=0.0100,lr_scheduler=None,num_points=1000000,use_sobol=True_2023-06-01_19-16-55"
44,23.408576,301.9027955532074,1209.8153660518483,1208.301371,0.1769983980785229,0.001,7.20760440826416,False,,,24,66812_00046,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-26-59,1685636819,302.734254360199,22070,ds01,192.168.3.71,302.734254360199,0,24,0.0037603378295898,2,512,ELU,1024,0.1,ReduceLROnPlateau-0.1-10,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00046_46_L=2,N=512,activation=ELU,batch_size=1024,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_19-21-57"
45,21.88832,300.8531062602997,1.2304146898315648e+16,1.5952112631022532e+16,0.1776873718755034,0.01,13.211623430252075,False,,,22,66812_00047,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-32-01,1685637121,301.8786337375641,22070,ds01,192.168.3.71,301.8786337375641,0,22,0.0037603378295898,3,1024,sin,64,0.1,ReduceLROnPlateau-0.1-10,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00047_47_L=3,N=1024,activation=sin,batch_size=64,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=100000_2023-06-01_19-26-59"
46,881.98304,300.11426758766174,1205.3319702148438,1217.69175,0.1776827723853358,1.0,1.201012372970581,False,,,882,66812_00048,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-37-02,1685637422,300.996164560318,22070,ds01,192.168.3.71,300.996164560318,0,882,0.0037603378295898,4,128,sigmoid,16384,1.0,None,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00048_48_L=4,N=128,activation=sigmoid,batch_size=16384,lr=1,lr_scheduler=None,num_points=100000,use_sobol=True_2023-06-01_19-32-01"
47,971.7168,300.07396936416626,1169.4825265066963,1185.5852,0.1793043469303658,1.0000000000000004e-08,1.065704345703125,False,,,972,66812_00049,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-42-03,1685637723,300.92757272720337,22070,ds01,192.168.3.71,300.92757272720337,0,972,0.0037603378295898,2,1024,atan,1024,0.001,ReduceLROnPlateau-0.1-10,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00049_49_L=2,N=1024,activation=atan,batch_size=1024,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=100_2023-06-01_19-37-02"
48,47.336896,300.5768404006958,1206.9114593227584,1210.854626,0.1798458054359627,1.0,3.196364641189575,False,,,48,66812_00050,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-47-04,1685638024,301.25919365882874,22070,ds01,192.168.3.71,301.25919365882874,0,48,0.0037603378295898,1,512,tanh,1024,1.0,None,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00050_50_L=1,N=512,activation=tanh,batch_size=1024,lr=1,lr_scheduler=None,num_points=1000000,use_sobol=True_2023-06-01_19-42-03"
49,2185.0512,300.01736283302307,555.44873046875,680.7885,0.1306507607205387,2.118739465100308e-50,0.7240626811981201,False,,,2186,66812_00051,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-52-05,1685638325,300.7373287677765,22070,ds01,192.168.3.71,300.7373287677765,0,2186,0.0037603378295898,1,1024,tanh,512,0.1,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00051_51_L=1,N=1024,activation=tanh,batch_size=512,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=10000,use__2023-06-01_19-47-04"
50,5.39232,300.52553057670593,1205.3127366531148,1208.29953,0.1769959388741156,0.001,22.60893416404724,False,,,6,66812_00052,07b60527410a4669a5ccb3624499efcd,2023-06-01_19-57-06,1685638626,301.0020363330841,22070,ds01,192.168.3.71,301.0020363330841,0,6,0.0037603378295898,2,128,sin,128,0.001,None,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00052_52_L=2,N=128,activation=sin,batch_size=128,lr=0.0010,lr_scheduler=None,num_points=1000000,use_sobol=True_2023-06-01_19-52-05"
51,201.5952,300.0307478904724,1207.2455555905578,1203.9177,0.1767081119698173,0.01,1.529632329940796,False,,,202,66812_00053,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-02-07,1685638927,300.6680028438568,22070,ds01,192.168.3.71,300.6680028438568,0,202,0.0037603378295898,4,256,sigmoid,64,0.01,None,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00053_53_L=4,N=256,activation=sigmoid,batch_size=64,lr=0.0100,lr_scheduler=None,num_points=10000,use_sobol=True_2023-06-01_19-57-06"
52,1.892928,340.9314720630646,1210.4905043435754,1208.302472,0.1769988587768316,0.0001,163.97308564186096,False,,,2,66812_00054,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-07-49,1685639269,341.87031745910645,22070,ds01,192.168.3.71,341.87031745910645,0,2,0.0037603378295898,4,2048,tanh,1024,0.0001,None,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00054_54_L=4,N=2048,activation=tanh,batch_size=1024,lr=0.0001,lr_scheduler=None,num_points=1000000,use_sobol=False_2023-06-01_20-02-07"
53,5537.0,300.0068373680115,690.053475,620.49535,0.0828782674798344,1.0,0.8886458873748779,False,,,5537,66812_00055,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-12-50,1685639570,300.860356092453,22070,ds01,192.168.3.71,300.860356092453,0,5537,0.0037603378295898,1,512,sin,2048,1.0,None,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00055_55_L=1,N=512,activation=sin,batch_size=2048,lr=1,lr_scheduler=None,num_points=10000,use_sobol=False_2023-06-01_20-07-49"
54,2.03712,328.49490547180176,1207.273306169181,1208.388044,0.1770935694900758,0.9025,34.055320262908936,False,,,3,66812_00056,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-18-19,1685639899,329.64153242111206,22070,ds01,192.168.3.71,329.64153242111206,0,3,0.0037603378295898,3,2048,sigmoid,256,1.0,ExponentialLR-0.95,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00056_56_L=3,N=2048,activation=sigmoid,batch_size=256,lr=1,lr_scheduler=ExponentialLR-0_95,num_points=1000000,use__2023-06-01_20-12-50"
55,2.061952,301.53395223617554,1205.8173271998887,1208.299548,0.1769959431846069,0.0001,11.032775402069092,False,,,3,66812_00057,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-23-21,1685640201,302.0878953933716,22070,ds01,192.168.3.71,302.0878953933716,0,3,0.0037603378295898,4,256,sin,64,0.0001,ReduceLROnPlateau-0.1-10,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00057_57_L=4,N=256,activation=sin,batch_size=64,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1000000_2023-06-01_20-18-19"
56,468.21504,300.0372681617737,1243.6936616443452,1217.68628,0.177684971670974,0.0001,0.7230312824249268,False,,,469,66812_00058,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-28-22,1685640502,300.60456442832947,22070,ds01,192.168.3.71,300.60456442832947,0,469,0.0037603378295898,1,64,ELU,1024,0.0001,None,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00058_58_L=1,N=64,activation=ELU,batch_size=1024,lr=0.0001,lr_scheduler=None,num_points=100000,use_sobol=False_2023-06-01_20-23-21"
57,463.2048,300.1804165840149,1209.591064453125,1203.919,0.1766892088897506,1.52587890625e-08,1.1997876167297363,False,,,464,66812_00059,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-33-23,1685640803,301.1152288913727,22070,ds01,192.168.3.71,301.1152288913727,0,464,0.0037603378295898,4,1024,atan,2048,0.001,ReduceLROnPlateau-0.5-2,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00059_59_L=4,N=1024,activation=atan,batch_size=2048,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=1000_2023-06-01_20-28-22"
58,5.6656,302.9661452770233,819.6182771770771,809.935542,0.1308215920268121,0.1,37.70595383644104,False,,,6,66812_00060,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-38-27,1685641107,303.59149837493896,22070,ds01,192.168.3.71,303.59149837493896,0,6,0.0037603378295898,1,2048,atan,128,0.1,None,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00060_60_L=1,N=2048,activation=atan,batch_size=128,lr=0.1000,lr_scheduler=None,num_points=1000000,use_sobol=True_2023-06-01_20-33-23"
59,25.515584,300.62762570381165,29.78848536319979,26.43917653125,0.0195954974914729,0.1,7.004509687423706,False,,,26,66812_00061,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-43-28,1685641408,301.24376797676086,22070,ds01,192.168.3.71,301.24376797676086,0,26,0.0037603378295898,1,512,sigmoid,512,0.1,ReduceLROnPlateau-0.5-2,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00061_61_L=1,N=512,activation=sigmoid,batch_size=512,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100_2023-06-01_20-38-27"
60,253.6656,300.2038617134094,899.7845637394831,1597.13955,0.1776845465866492,2.3124488654311558e-07,1.5148606300354004,False,,,254,66812_00062,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-48-29,1685641709,300.8764224052429,22070,ds01,192.168.3.71,300.8764224052429,0,254,0.0037603378295898,2,512,sin,1024,0.1,ExponentialLR-0.95,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00062_62_L=2,N=512,activation=sin,batch_size=1024,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=100000,use__2023-06-01_20-43-28"
61,20.08768,300.07253217697144,1221.150709611656,1217.70753,0.1776918853744584,0.0035848592240854,2.0916285514831543,False,,,21,66812_00063,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-53-30,1685642010,300.7645351886749,22070,ds01,192.168.3.71,300.7645351886749,0,21,0.0037603378295898,3,64,atan,64,0.01,ExponentialLR-0.95,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00063_63_L=3,N=64,activation=atan,batch_size=64,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=100000,use_so_2023-06-01_20-48-29"
62,1875.98304,300.0718855857849,1205.3306884765625,1217.72218,0.1777113034476053,0.0001,0.8858168125152588,False,,,1876,66812_00064,07b60527410a4669a5ccb3624499efcd,2023-06-01_20-58-31,1685642311,300.738534450531,22070,ds01,192.168.3.71,300.738534450531,0,1876,0.0037603378295898,3,64,sigmoid,32768,0.0001,None,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00064_64_L=3,N=64,activation=sigmoid,batch_size=32768,lr=0.0001,lr_scheduler=None,num_points=100000,use_sobol=True_2023-06-01_20-53-30"
63,357.41984,300.1166503429413,1238.6975841987423,1217.69288,0.1776884968260378,1.9073486328125e-08,1.0193071365356443,False,,,358,66812_00065,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-03-31,1685642611,300.7452051639557,22070,ds01,192.168.3.71,300.7452051639557,0,358,0.0037603378295898,1,1024,sin,1024,0.01,ReduceLROnPlateau-0.5-2,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00065_65_L=1,N=1024,activation=sin,batch_size=1024,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=10000_2023-06-01_20-58-31"
64,3.331328,301.0273132324219,116.87979547015392,112.303651375,0.0482537023873053,0.0857375,31.11948275566101,False,,,4,66812_00066,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-08-33,1685642913,301.65435218811035,22070,ds01,192.168.3.71,301.65435218811035,0,4,0.0037603378295898,1,1024,sigmoid,64,0.1,ExponentialLR-0.95,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00066_66_L=1,N=1024,activation=sigmoid,batch_size=64,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=1000000,_2023-06-01_21-03-31"
65,2032.0,300.00986766815186,1156.2091025,1167.38675,0.1743925903636116,5.710081955892407e-47,0.9424738883972168,False,,,2032,66812_00067,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-13-34,1685643214,300.8200323581696,22070,ds01,192.168.3.71,300.8200323581696,0,2032,0.0037603378295898,1,256,sin,32768,0.1,ExponentialLR-0.95,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00067_67_L=1,N=256,activation=sin,batch_size=32768,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=100000,use_2023-06-01_21-08-33"
66,3821.0,300.00763392448425,1205.69925,1203.9124,0.1767636178259374,8.019960021733257e-88,0.8093938827514648,False,,,3821,66812_00068,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-18-35,1685643515,300.75602197647095,22070,ds01,192.168.3.71,300.75602197647095,0,3821,0.0037603378295898,1,256,tanh,1024,0.01,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00068_68_L=1,N=256,activation=tanh,batch_size=1024,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=10000,use__2023-06-01_21-13-34"
67,159.04608,300.06830883026123,1202.2377115885415,1217.6946,0.1776848634677878,0.001,0.6622292995452881,False,,,160,66812_00069,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-23-35,1685643815,300.5905315876007,22070,ds01,192.168.3.71,300.5905315876007,0,160,0.0037603378295898,4,64,sigmoid,512,0.001,None,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00069_69_L=4,N=64,activation=sigmoid,batch_size=512,lr=0.0010,lr_scheduler=None,num_points=100000,use_sobol=True_2023-06-01_21-18-35"
68,2.3344,307.9286787509918,1201.0276535340815,1208.3986,0.1771053462784789,0.001,50.074806213378906,False,,,3,66812_00070,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-28-44,1685644124,308.7368712425232,22070,ds01,192.168.3.71,308.7368712425232,0,3,0.0037603378295898,3,1024,tanh,64,0.001,ReduceLROnPlateau-0.5-2,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00070_70_L=3,N=1024,activation=tanh,batch_size=64,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100000_2023-06-01_21-23-35"
69,1577.6144,300.0459172725677,1208.0941975911458,1203.9076,0.1767004611723343,1.0000000000000004e-08,0.9738202095031738,False,,,1578,66812_00071,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-33-45,1685644425,300.9056417942047,22070,ds01,192.168.3.71,300.9056417942047,0,1578,0.0037603378295898,3,512,sigmoid,1024,1.0,ReduceLROnPlateau-0.1-10,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00071_71_L=3,N=512,activation=sigmoid,batch_size=1024,lr=1,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000,_2023-06-01_21-28-44"
70,4.540928,302.7810678482056,1205.4875299369787,1208.299485,0.1769959345636243,0.05,37.82453513145447,False,,,5,66812_00072,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-38-48,1685644728,303.4298596382141,22070,ds01,192.168.3.71,303.4298596382141,0,5,0.0037603378295898,3,512,sigmoid,128,0.1,ReduceLROnPlateau-0.5-2,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00072_72_L=3,N=512,activation=sigmoid,batch_size=128,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100_2023-06-01_21-33-45"
71,22.8192,303.0254888534546,1205.6727600097656,1217.65745,0.177682628971387,0.001,12.329790353775024,False,,,23,66812_00073,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-43-52,1685645032,303.97674345970154,22070,ds01,192.168.3.71,303.97674345970154,0,23,0.0037603378295898,3,2048,ELU,1024,0.01,ReduceLROnPlateau-0.1-10,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00073_73_L=3,N=2048,activation=ELU,batch_size=1024,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1000_2023-06-01_21-38-48"
72,191.0,300.01958298683167,1208.3819,1203.6192,0.1766746567172889,1.0000000000000004e-08,2.2550466060638428,False,,,191,66812_00074,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-48-53,1685645333,300.7252130508423,22070,ds01,192.168.3.71,300.7252130508423,0,191,0.0037603378295898,3,128,atan,64,0.01,ReduceLROnPlateau-0.1-10,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00074_74_L=3,N=128,activation=atan,batch_size=64,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000,_2023-06-01_21-43-52"
73,49.83072,300.47450852394104,54930.39365851309,9900.07096,0.177688009920841,0.0001,5.7487709522247314,False,,,50,66812_00075,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-53-54,1685645634,301.1706893444061,22070,ds01,192.168.3.71,301.1706893444061,0,50,0.0037603378295898,2,1024,sin,128,0.1,ReduceLROnPlateau-0.1-10,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00075_75_L=2,N=1024,activation=sin,batch_size=128,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_21-48-53"
74,80.0,300.78976011276245,1208.76219625,1217.69046,0.1776825508236177,5.960464477539064e-08,4.547990798950195,False,,,80,66812_00076,07b60527410a4669a5ccb3624499efcd,2023-06-01_21-58-56,1685645936,301.62417435646057,22070,ds01,192.168.3.71,301.62417435646057,0,80,0.0037603378295898,3,1024,sigmoid,2048,1.0,ReduceLROnPlateau-0.5-2,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00076_76_L=3,N=1024,activation=sigmoid,batch_size=2048,lr=1,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100000_2023-06-01_21-53-54"
75,530.4736,300.03939867019653,828.8786835541596,891.9039,0.1417198159241887,0.1,1.047262191772461,False,,,531,66812_00077,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-03-57,1685646237,300.90652441978455,22070,ds01,192.168.3.71,300.90652441978455,0,531,0.0037603378295898,1,2048,atan,128,0.1,None,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00077_77_L=1,N=2048,activation=atan,batch_size=128,lr=0.1000,lr_scheduler=None,num_points=10000,use_sobol=True_2023-06-01_21-58-56"
76,22.258048,302.97337222099304,18.707166580926803,17.33809428125,0.0118775798755819,0.1,6.2698814868927,False,,,23,66812_00078,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-09-01,1685646541,303.5897135734558,22070,ds01,192.168.3.71,303.5897135734558,0,23,0.0037603378295898,1,2048,atan,4096,0.1,None,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00078_78_L=1,N=2048,activation=atan,batch_size=4096,lr=0.1000,lr_scheduler=None,num_points=1000000,use_sobol=True_2023-06-01_22-03-57"
77,567.8192,300.1149559020996,1221.1727172851563,1217.63693,0.17768245807677,1.0000000000000004e-08,1.083005428314209,False,,,568,66812_00079,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-14-01,1685646841,300.72912859916687,22070,ds01,192.168.3.71,300.72912859916687,0,568,0.0037603378295898,4,128,ELU,4096,0.01,ReduceLROnPlateau-0.1-10,100000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00079_79_L=4,N=128,activation=ELU,batch_size=4096,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_22-09-01"
78,76.86272,300.0637993812561,1205.951095807446,1217.69181,0.1776830051107189,0.0001,3.88735556602478,False,,,77,66812_00080,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-19-02,1685647142,300.5684139728546,22070,ds01,192.168.3.71,300.5684139728546,0,77,0.0037603378295898,3,64,atan,256,0.0001,None,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00080_80_L=3,N=64,activation=atan,batch_size=256,lr=0.0001,lr_scheduler=None,num_points=100000,use_sobol=True_2023-06-01_22-14-01"
79,4635.8192,300.0241358280182,1208.2745971679688,1203.8694,0.1766752699190709,5.609323842481995e-107,0.6325604915618896,False,,,4636,66812_00081,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-24-03,1685647443,300.6175980567932,22070,ds01,192.168.3.71,300.6175980567932,0,4636,0.0037603378295898,4,128,sigmoid,4096,0.001,ExponentialLR-0.95,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00081_81_L=4,N=128,activation=sigmoid,batch_size=4096,lr=0.0010,lr_scheduler=ExponentialLR-0_95,num_points=10000,u_2023-06-01_22-19-02"
80,102.0,300.4905033111572,1202.6361895,1208.299558,0.1769959537884149,5.624502759317295e-06,3.441713571548462,False,,,102,66812_00082,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-29-04,1685647744,300.9880604743957,22070,ds01,192.168.3.71,300.9880604743957,0,102,0.0037603378295898,4,64,sigmoid,4096,0.001,ExponentialLR-0.95,1000000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00082_82_L=4,N=64,activation=sigmoid,batch_size=4096,lr=0.0010,lr_scheduler=ExponentialLR-0_95,num_points=1000000,_2023-06-01_22-24-03"
81,3100.4096,300.03876543045044,1231.0269775390625,1206.041,0.1775730552234945,0.01,0.8651480674743652,False,,,3101,66812_00083,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-34-04,1685648044,300.851361989975,22070,ds01,192.168.3.71,300.851361989975,0,3101,0.0037603378295898,4,256,ELU,4096,0.01,None,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00083_83_L=4,N=256,activation=ELU,batch_size=4096,lr=0.0100,lr_scheduler=None,num_points=10000,use_sobol=False_2023-06-01_22-29-04"
82,1139.4608,300.04769587516785,1200.834764268663,1203.8566,0.176669837395387,1.220703125e-08,0.6704113483428955,False,,,1140,66812_00084,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-39-05,1685648345,300.5820333957672,22070,ds01,192.168.3.71,300.5820333957672,0,1140,0.0037603378295898,3,512,atan,512,0.0001,ReduceLROnPlateau-0.5-2,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00084_84_L=3,N=512,activation=atan,batch_size=512,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=10000,_2023-06-01_22-34-04"
83,823.0,300.12842869758606,1227.73775,1203.846,0.1766700619545247,1.0000000000000004e-08,1.1821191310882568,False,,,823,66812_00085,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-44-06,1685648646,300.96198630332947,22070,ds01,192.168.3.71,300.96198630332947,0,823,0.0037603378295898,3,1024,sigmoid,4096,1.0,ReduceLROnPlateau-0.1-10,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00085_85_L=3,N=1024,activation=sigmoid,batch_size=4096,lr=1,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_22-39-05"
84,125.1152,300.06953859329224,0.3849966333972083,0.38308580078125,0.0012496762079848,0.0001642293073083,1.1531250476837158,False,,,126,66812_00086,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-49-07,1685648947,300.87700486183167,22070,ds01,192.168.3.71,300.87700486183167,0,126,0.0037603378295898,1,512,sin,256,0.1,ExponentialLR-0.95,100000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00086_86_L=1,N=512,activation=sin,batch_size=256,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=100000,use_s_2023-06-01_22-44-06"
85,2.0,303.21678495407104,1205.54061603125,1208.314183,0.1770134955827046,0.01,152.2073380947113,False,,,2,66812_00087,07b60527410a4669a5ccb3624499efcd,2023-06-01_22-54-11,1685649251,303.83061051368713,22070,ds01,192.168.3.71,303.83061051368713,0,2,0.0037603378295898,4,1024,tanh,64,0.01,ReduceLROnPlateau-0.1-10,1000000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=5,InitialSearch/trainable_66812_00087_87_L=4,N=1024,activation=tanh,batch_size=64,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=10000_2023-06-01_22-49-07"
