,epoch,elapsed_time,MSE_f_train,MSE_f,RMSE_u,lr,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/L,config/N,config/activation,config/batch_size,config/lr,config/lr_scheduler,config/num_points,config/use_sobol,logdir
0,2166.0,30.012190103530884,1350.438125,1397.0590625,0.4945207013154666,5.91024453865647e-51,1.0890100002288818,False,,,2166,2388a_00000,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-48-46,1685620126,31.697136640548703,25827,ds01,192.168.3.71,31.697136640548703,0,2166,0.0042810440063476,1,256,ELU,128,0.01,ExponentialLR-0.95,100,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00000_0_L=1,N=256,activation=ELU,batch_size=128,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=100,use_sobol_2023-06-01_14-48-10"
1,1692.0,30.00053668022156,293.984125,336.725375,0.6341693112505771,1.0000000000000004e-08,1.1888790130615234,False,,,1692,2388a_00001,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-49-17,1685620157,31.175304174423218,25827,ds01,192.168.3.71,31.175304174423218,0,1692,0.0042810440063476,3,128,ELU,8192,0.001,ReduceLROnPlateau-0.1-10,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00001_1_L=3,N=128,activation=ELU,batch_size=8192,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1000,u_2023-06-01_14-48-46"
2,1545.0,30.00482177734375,49.4021240234375,86.61,0.0617128007170219,1.52587890625e-08,0.6645669937133789,False,,,1545,2388a_00002,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-49-48,1685620188,30.654310703277588,25827,ds01,192.168.3.71,30.654310703277588,0,1545,0.0042810440063476,4,256,ELU,2048,0.001,ReduceLROnPlateau-0.5-2,100,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00002_2_L=4,N=256,activation=ELU,batch_size=2048,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100,use_2023-06-01_14-49-17"
3,969.0,30.00739026069641,1528.46846875,1478.49275,0.4937207486143403,1.220703125e-08,0.6305868625640869,False,,,969,2388a_00003,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-50-19,1685620219,30.61121892929077,25827,ds01,192.168.3.71,30.61121892929077,0,969,0.0042810440063476,1,128,tanh,256,0.0001,ReduceLROnPlateau-0.5-2,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00003_3_L=1,N=128,activation=tanh,batch_size=256,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=1000,us_2023-06-01_14-49-48"
4,1186.0,30.00257778167725,1278.16075,1487.0735,0.4568210487500053,1.1920928955078126e-08,0.6864414215087891,False,,,1186,2388a_00004,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-50-49,1685620249,30.667855262756348,25827,ds01,192.168.3.71,30.667855262756348,0,1186,0.0042810440063476,3,256,sin,512,0.1,ReduceLROnPlateau-0.5-2,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00004_4_L=3,N=256,activation=sin,batch_size=512,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=1000,use_2023-06-01_14-50-19"
5,692.0,30.0236918926239,16694985621.504,74015456624.64,0.4991679478258983,4.045863762799285e-17,1.056412696838379,False,,,692,2388a_00005,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-51-20,1685620280,31.05668020248413,25827,ds01,192.168.3.71,31.05668020248413,0,692,0.0042810440063476,4,1024,sin,32768,0.1,ExponentialLR-0.95,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00005_5_L=4,N=1024,activation=sin,batch_size=32768,lr=0.1000,lr_scheduler=ExponentialLR-0_95,num_points=1000,use_s_2023-06-01_14-50-49"
6,870.8192,30.014756679534912,411.4693603515625,422.0516,0.1270657253053052,1.9073486328125e-08,0.681976318359375,False,,,871,2388a_00006,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-51-51,1685620311,30.689764976501465,25827,ds01,192.168.3.71,30.689764976501465,0,871,0.0042810440063476,1,1024,sin,8192,0.01,ReduceLROnPlateau-0.5-2,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00006_6_L=1,N=1024,activation=sin,batch_size=8192,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=10000,_2023-06-01_14-51-20"
7,977.0,30.026931762695312,1519.148,1506.3736,0.497859774905294,1.220703125e-08,0.8107326030731201,False,,,977,2388a_00007,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-52-22,1685620342,30.826913833618164,25827,ds01,192.168.3.71,30.826913833618164,0,977,0.0042810440063476,1,1024,sin,16384,0.0001,ReduceLROnPlateau-0.5-2,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00007_7_L=1,N=1024,activation=sin,batch_size=16384,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=10000_2023-06-01_14-51-51"
8,119.512,30.050371170043945,1523.2869873046875,1506.613,0.4979473981537859,2.234133030208588e-07,1.0473613739013672,False,,,120,2388a_00008,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-52-53,1685620373,30.966280221939087,25827,ds01,192.168.3.71,30.966280221939087,0,120,0.0042810440063476,3,1024,sigmoid,1024,0.0001,ExponentialLR-0.95,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00008_8_L=3,N=1024,activation=sigmoid,batch_size=1024,lr=0.0001,lr_scheduler=ExponentialLR-0_95,num_points=10000,u_2023-06-01_14-52-22"
9,70.4096,30.071850061416622,1321834804936704.0,1703175067408741.2,308158.704748929,0.0275836904367749,1.323157548904419,False,,,71,2388a_00009,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-53-24,1685620404,31.201704025268555,25827,ds01,192.168.3.71,31.201704025268555,0,71,0.0042810440063476,4,1024,ELU,512,1.0,ExponentialLR-0.95,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00009_9_L=4,N=1024,activation=ELU,batch_size=512,lr=1,lr_scheduler=ExponentialLR-0_95,num_points=10000,use_sobol=T_2023-06-01_14-52-53"
10,1578.0,30.012816905975345,1560.91734375,1393.5175,0.4781416746734908,7.41524561132388e-38,1.0827796459197998,False,,,1578,2388a_00010,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-53-55,1685620435,31.079427003860477,25827,ds01,192.168.3.71,31.079427003860477,0,1578,0.0042810440063476,4,64,sigmoid,16384,0.01,ExponentialLR-0.95,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00010_10_L=4,N=64,activation=sigmoid,batch_size=16384,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=100,use_2023-06-01_14-53-24"
11,2030.0,30.005927324295044,140.404697265625,158.589716796875,0.0854628511725979,1.52587890625e-08,0.7099695205688477,False,,,2030,2388a_00011,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-54-26,1685620466,30.70495748519897,25827,ds01,192.168.3.71,30.70495748519897,0,2030,0.0042810440063476,1,256,ELU,128,0.001,ReduceLROnPlateau-0.5-2,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00011_11_L=1,N=256,activation=ELU,batch_size=128,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100,use_2023-06-01_14-53-55"
12,196.064,30.011595249176025,4.36372184753418,3.68628759765625,0.0129206752197045,0.0001,0.7081973552703857,False,,,197,2388a_00012,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-54-57,1685620497,30.706270933151245,25827,ds01,192.168.3.71,30.706270933151245,0,197,0.0042810440063476,4,256,tanh,64,0.0001,ReduceLROnPlateau-0.1-10,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00012_12_L=4,N=256,activation=tanh,batch_size=64,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1000,u_2023-06-01_14-54-26"
13,1668.0,30.01688861846924,1.4283141589145066e+17,4.385281620910172e+16,0.5657077589663124,1.0,0.6259660720825195,False,,,1668,2388a_00013,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-55-27,1685620527,30.628214836120605,25827,ds01,192.168.3.71,30.628214836120605,0,1668,0.0042810440063476,3,256,sin,16384,1.0,None,1000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00013_13_L=3,N=256,activation=sin,batch_size=16384,lr=1,lr_scheduler=None,num_points=1000,use_sobol=True_2023-06-01_14-54-57"
14,1574.0,30.01819372177124,7.45955908203125,7.33436669921875,0.0197171874477629,0.0001,0.7534339427947998,False,,,1574,2388a_00014,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-55-58,1685620558,30.779139041900635,25827,ds01,192.168.3.71,30.779139041900635,0,1574,0.0042810440063476,4,256,tanh,1024,0.0001,ReduceLROnPlateau-0.1-10,1000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00014_14_L=4,N=256,activation=tanh,batch_size=1024,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1000_2023-06-01_14-55-27"
15,2120.0,30.00283098220825,1396.00265625,1393.37390625,0.4783011317739589,1.220703125e-08,1.0976612567901611,False,,,2120,2388a_00015,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-56-29,1685620589,31.090861797332764,25827,ds01,192.168.3.71,31.090861797332764,0,2120,0.0042810440063476,1,256,tanh,2048,0.0001,ReduceLROnPlateau-0.5-2,100,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00015_15_L=1,N=256,activation=tanh,batch_size=2048,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100,u_2023-06-01_14-55-58"
16,1823.0,30.01027631759644,1519.61375,1478.4565,0.493280284881856,2.5846922241271658e-45,0.871328592300415,False,,,1823,2388a_00016,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-57-00,1685620620,30.914342641830444,25827,ds01,192.168.3.71,30.914342641830444,0,1823,0.0042810440063476,1,2048,sigmoid,1024,0.0001,ExponentialLR-0.95,1000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00016_16_L=1,N=2048,activation=sigmoid,batch_size=1024,lr=0.0001,lr_scheduler=ExponentialLR-0_95,num_points=1000,u_2023-06-01_14-56-29"
17,1744.0,30.0066978931427,605.3575390625,453.175234375,0.5315253049293829,1.486770784408579e-41,0.7623839378356934,False,,,1744,2388a_00017,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-57-31,1685620651,30.7570698261261,25827,ds01,192.168.3.71,30.7570698261261,0,1744,0.0042810440063476,2,256,ELU,8192,0.01,ExponentialLR-0.95,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00017_17_L=2,N=256,activation=ELU,batch_size=8192,lr=0.0100,lr_scheduler=ExponentialLR-0_95,num_points=100,use_sob_2023-06-01_14-57-00"
18,85.7168,30.015219926834103,1542.0441066196986,1506.857,0.4982390866842945,1.220703125e-08,1.0419707298278809,False,,,86,2388a_00018,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-58-02,1685620682,30.804054498672485,25827,ds01,192.168.3.71,30.804054498672485,0,86,0.0042810440063476,3,256,sigmoid,256,0.0001,ReduceLROnPlateau-0.5-2,10000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00018_18_L=3,N=256,activation=sigmoid,batch_size=256,lr=0.0001,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100_2023-06-01_14-57-31"
19,1874.0,30.003995656967163,49.491328125,611.99984375,0.4668804269498215,0.0001,0.6423122882843018,False,,,1874,2388a_00019,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-58-33,1685620713,30.64238429069519,25827,ds01,192.168.3.71,30.64238429069519,0,1874,0.0042810440063476,2,512,tanh,1024,0.0001,None,100,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00019_19_L=2,N=512,activation=tanh,batch_size=1024,lr=0.0001,lr_scheduler=None,num_points=100,use_sobol=False_2023-06-01_14-58-02"
20,34.0,30.476624011993408,1375.9538,1360.4651,0.4734763804167004,1.840259102355758e-05,1.918766021728516,False,,,34,2388a_00020,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-59-04,1685620744,31.54515647888184,25827,ds01,192.168.3.71,31.54515647888184,0,34,0.0042810440063476,4,2048,sin,32768,0.0001,ExponentialLR-0.95,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00020_20_L=4,N=2048,activation=sin,batch_size=32768,lr=0.0001,lr_scheduler=ExponentialLR-0_95,num_points=10000,use_2023-06-01_14-58-33"
21,1627.0,30.00698924064636,0.0636997985839843,0.2927239990234375,0.0014608586762291,0.00025,0.8370661735534668,False,,,1627,2388a_00021,ed1476be1c5342bc964e5055a26f4625,2023-06-01_14-59-35,1685620775,30.82985281944275,25827,ds01,192.168.3.71,30.82985281944275,0,1627,0.0042810440063476,3,256,sin,128,0.001,ReduceLROnPlateau-0.5-2,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00021_21_L=3,N=256,activation=sin,batch_size=128,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=100,use_2023-06-01_14-59-04"
22,1086.0,30.02425980567932,2704545201258496.0,485626368701235.2,0.5388874864505377,1.0000000000000004e-08,1.087907791137695,False,,,1086,2388a_00022,ed1476be1c5342bc964e5055a26f4625,2023-06-01_15-00-06,1685620806,31.134742498397827,25827,ds01,192.168.3.71,31.134742498397827,0,1086,0.0042810440063476,4,2048,sin,256,0.1,ReduceLROnPlateau-0.1-10,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00022_22_L=4,N=2048,activation=sin,batch_size=256,lr=0.1000,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=100,u_2023-06-01_14-59-35"
23,584.0,30.01577854156494,1319.4815,1285.72525,0.4601193580022453,1.0300584837615332e-17,1.176619291305542,False,,,584,2388a_00023,ed1476be1c5342bc964e5055a26f4625,2023-06-01_15-00-37,1685620837,31.189006567001343,25827,ds01,192.168.3.71,31.189006567001343,0,584,0.0042810440063476,2,2048,tanh,512,0.0001,ExponentialLR-0.95,1000,False,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00023_23_L=2,N=2048,activation=tanh,batch_size=512,lr=0.0001,lr_scheduler=ExponentialLR-0_95,num_points=1000,use_s_2023-06-01_15-00-06"
24,1090.0,30.001229524612427,1561.13875,1392.165625,0.4781208910796687,1.0000000000000004e-08,1.0483033657073977,False,,,1090,2388a_00024,ed1476be1c5342bc964e5055a26f4625,2023-06-01_15-01-08,1685620868,31.06854677200317,25827,ds01,192.168.3.71,31.06854677200317,0,1090,0.0042810440063476,4,2048,sigmoid,512,0.001,ReduceLROnPlateau-0.1-10,100,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00024_24_L=4,N=2048,activation=sigmoid,batch_size=512,lr=0.0010,lr_scheduler=ReduceLROnPlateau-0_1-10,num_points=1_2023-06-01_15-00-37"
25,1955.0,30.000499963760376,0.28971240234375,0.2802290954589844,0.0012758865290522,1.9073486328125e-08,0.8664736747741699,False,,,1955,2388a_00025,ed1476be1c5342bc964e5055a26f4625,2023-06-01_15-01-39,1685620899,30.86861228942871,25827,ds01,192.168.3.71,30.86861228942871,0,1955,0.0042810440063476,1,1024,tanh,4096,0.01,ReduceLROnPlateau-0.5-2,1000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00025_25_L=1,N=1024,activation=tanh,batch_size=4096,lr=0.0100,lr_scheduler=ReduceLROnPlateau-0_5-2,num_points=1000_2023-06-01_15-01-08"
26,556.4096,30.024259567260746,2.0368573665618896,2.09705625,0.0021635217851825,1.0,0.8986072540283203,False,,,557,2388a_00026,ed1476be1c5342bc964e5055a26f4625,2023-06-01_15-02-10,1685620930,30.91092324256897,25827,ds01,192.168.3.71,30.91092324256897,0,557,0.0042810440063476,1,1024,atan,4096,1.0,None,10000,True,"/net/110-33034-1913.cc.spbu.ru/home/st082196/cuda-helm/ray_results/ndims=2,InitialSearch/trainable_2388a_00026_26_L=1,N=1024,activation=atan,batch_size=4096,lr=1,lr_scheduler=None,num_points=10000,use_sobol=True_2023-06-01_15-01-39"
